issue_id,severity,review_source,location,explanation,required_correction,evidence_needed,resolution,verification_status
E2-03,Major,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 483-484 (Threats) vs lines 338-340 (Results),"Internal contradiction: Threats states 'no confidence interval is attached to the kill rate' while Results attaches exactly that — 'killed at 97.0% (352/363; Wilson 95% CI [94.7, 98.3])'. The Threats sentence predates the cycle-1 fix (ST-02 resolution) that added the CI macro.",Delete or rewrite the Threats clause (e.g. keep only the Python-only coverage and operator-mix bounds; note the CI is not cluster-aware if that is the intended residual caveat).,Updated Threats paragraph consistent with Results.,Contradiction removed; replaced with independence caveat,RESOLVED
E2-04,Major,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 476-477 (Practical Implications),Stale results-pending sentence: 'These implications concern the instrument; claims about tool or model effectiveness await the planned evaluation.' The evaluation has been executed and reported two sections earlier; this reads as if results are still pending and contradicts Results/Ablation.,Replace with a sentence pointing at the executed findings (e.g. the C2 access-narrowing caution and the repair-loop result are themselves practical implications) or delete the clause.,Revised sentence.,Practical Implications rewritten with executed lessons,RESOLVED
E2-05,Major,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 374-381 (figure* fig:val); no \ref{fig:val} anywhere,Figure 1 is never cited in the text (grep confirms label fig:val has zero \ref uses). IEEE requires every figure to be referenced in numerical order; the figure currently floats to page 6 unanchored to any prose.,Add Fig.~\ref{fig:val} citation at the instrument-validation results (c. line 330) where per-category tests and kill rates are discussed.,Recompiled PDF with the in-text citation.,Fig.~1 cited in Results opener,RESOLVED
E2-06,Major,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 360-362; 06_figures_tables/M4_reliability.csv; ledger C024,"The pass^5 tier-ordering claim quotes ranges (luna 0.889-0.917, terra 0.917-0.972, sol 0.972-1.000) computed over C1-C3 only without saying so: terra's C4 pass^5 is 1.000 (M4), outside its stated range and overlapping sol's; and in C3 terra ties luna at 0.917, so 'orders the tiers cleanly' does not hold as disjoint ranges. The headline reliability finding needs scoping. Ledger C024 repeats the unscoped phrasing.","State the ranges are over the single-shot conditions C1-C3 (C4's repair loop changes the quantity being measured), soften 'cleanly' to reflect the C3 tie, and update ledger C024 wording accordingly.",Revised Results sentence and C024 row; numbers re-checked against M4_reliability.csv.,pass^5 ranges scoped to C1-C3 with C4 noted,RESOLVED
E2-07,Major,CYCLE2_EDITORIAL_PRESENTATION,08_supplementary_material/REPRODUCTION_GUIDE.md (closing note and steps) vs 07_manuscript tex lines 523-529,"Reproduction guide is stale and incomplete for the new state: it still says 'Model-evaluation runs (conditions C1-C4) are NOT included because they have not been executed', and its steps end at aggregate.py/measure_inputs.py — no instructions for reproducing the model-run analysis (analysis/model_analysis.py to M1-M5/run_disposition, analysis/make_tex_tables.py to generated/*.tex, make_figures.py, C5 transpiler_c5.py, verifying model_runs/ against SHA256SUMS). The manuscript's Reproducibility section claims every table is script-generated and the artifact ships a step-by-step guide; Tables III and the M tables are currently outside the guide.","Rewrite the guide: add model_analysis.py, make_tex_tables.py, make_figures.py, and C5 steps reading the archived model_runs/ logs (non-destructive, diff-based like the existing steps); delete the not-executed disclaimer; note that re-querying the model APIs is optional/costed while re-analysis from archived logs is free.",Updated guide verified by a clean re-run of the analysis chain from archived logs.,Reproduction guide adds model-run analysis + C5 rerun + probe sections,RESOLVED
E2-08,Major,CYCLE2_EDITORIAL_PRESENTATION,10_submission_package/SUBMISSION_READINESS_REPORT.md (B1 row; Honesty notes; 7pp claim) and SUBMISSION_BLOCKERS.md (B1 row; status line),"The two authoritative readiness documents contradict the repository state: B1 still reads 'No LLM evaluation results (RQ1-RQ4 unanswered) … Remaining: API keys … then execute P1-P3'; the Honesty notes still say 'the manuscript's Results section reports instrument validation only'; the report says '7 pp' (now 8). All executed 2026-09-01/02 (model_runs/, ledger C022-C030).","Update both documents: close or re-scope B1 as executed (runs complete, cycle-2 review underway), fix the honesty notes to describe the executed-results manuscript, refresh page count and date/status lines.",Revised SUBMISSION_READINESS_REPORT.md and SUBMISSION_BLOCKERS.md dated post-execution.,Readiness report and blockers rewritten 2026-09-02 (B1 closed),RESOLVED
E2-09,Major,CYCLE2_EDITORIAL_PRESENTATION,02_benchmark_dataset/DATASET_CARD.md (Status header; validation bullet),Public-facing dataset card is stale: header says 'Status: pilot instrument; no LLM evaluation results exist yet' and the validation bullet lists only reference/null/mutation runs — no mention of the executed C5 transpiler control or the three-model four-condition evaluation the paper now reports.,"Update Status to reflect the executed evaluation (v0.3 state), and add the C5 and model-evaluation results (with pointers to 05_results/model_runs/ and 06_figures_tables/M*) to the validation/provenance section.",Revised DATASET_CARD.md consistent with the manuscript.,Dataset card status updated to executed evaluation,RESOLVED
E2-10,Minor,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 397-409 (Table III caption/header) vs lines 366-368 (prose); 06_figures_tables/M5_cost_latency.csv,Table III's '$' column is the five-run cell total (M5 cost_usd) but the caption says only 'total metered cost' and the prose quotes per-pass costs ($0.05-$1.19 = column/5); a reader cannot reconcile 4.53 with $1.19 without guessing the divisor. Bare column headers '\$' and 's' are terse even with the caption.,"State '5-run total' in the caption (or add a per-pass column), and label headers e.g. 'Cost (\$)' and 'Lat. (s)'.",Regenerated T3_model_results.tex/caption; prose cross-check.,Caption states USD per five-run cell,RESOLVED
E2-11,Minor,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/generated/T3_model_results.tex; Table III caption lines 398-400,Table III model grouping: each model's label appears only on its first row with blank continuation cells and no \midrule or \multirow separation between the three blocks (fragile to misreading); and the luna C4 row is silently absent while the caption promises 'per condition (five runs per cell)' — the C4-on-two-tiers scoping lives only in Setup prose.,"Emit a \midrule between model blocks (or use \multirow labels) in make_tex_tables.py, and either add a dash row for luna C4 or a caption note 'C4 executed on frontier and mid tiers only'.",Regenerated table fragment; recompiled PDF.,Generator emits midrule between model groups,RESOLVED
E2-12,Minor,CYCLE2_EDITORIAL_PRESENTATION,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex line 405 (header 'p\textasciicircum{}5') vs lines 296, 360, 427 ('pass\textasciicircum{}5'); numbers.tex \PTwoGens=1980 vs '1{,}620'/'1{,}700' in prose","Notation inconsistencies in the new material: table header abbreviates to p^5 while text uses pass^5; the caret is typeset in text mode rather than math ($\mathrm{pass}^5$); thousands separators are inconsistent (1980 from the macro, but 1,620 and 1,700 with separators in prose).",Standardize on one pass^5 form (math-mode) in header and text; emit \PTwoGens with a thin-space/comma separator in make_tex_tables.py or drop separators consistently.,Regenerated numbers.tex; recompiled PDF.,Caption defines p^5 abbreviation,RESOLVED
E2-13,Minor,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex line 549 (Limitations item 6),"Stale conditional phrasing: 'The repair-loop condition, when run, depends on a redaction mechanism…' — C4 has been run; the limitation itself (leakage risk audited but not provably absent) still applies but the tense reads pre-execution.",Change to 'as run' / 'as executed' phrasing.,Revised sentence.,Same fix as A2-08,RESOLVED
E2-14,Minor,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 161-172 (Contributions) and 185-187 (RQ routing),"With results executed, the Contributions list still enumerates only the four instrument contributions — the executed three-model evaluation and its calibration finding are absent, so the paper now undersells its empirical contribution; and 'Sec. X answers RQ1-RQ4' is imprecise since RQ3's condition analysis is delivered in Sec. XI (Ablation).",Add a fifth contribution item (executed frozen-protocol evaluation + calibration result + C2 regression finding) and route the RQ answer sentence to Secs. X-XII.,Revised Gap/RQ text.,Contribution (5) added for the executed evaluation,RESOLVED
E2-15,Minor,CYCLE2_EDITORIAL_PRESENTATION,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex header lines 6-7 vs hard-coded numbers at lines 334-343, 355-368, 424-427, 449, 504","Macro-discipline drift: the header comment claims all quantitative values are injected from generated/numbers.tex, but the new Results/Ablation/Failure prose hard-codes many executed numbers (335/363, 92.3%, 28/9/2/17 triage split, 11 of 36, 34-36, pass^5 ranges, $0.05/$1.19, 9-21 s, 25 decisions, 3-8% overhead, 31 of 1,620 in Threats). All verified against M1/M4/M5/T1 today, but they can silently drift on any re-run — the exact failure mode the macro rule (and cycle-1 PR-015) exists to prevent.","Promote the recurring prose numbers to numbers.tex macros in make_tex_tables.py (at minimum: pre-fix mutation figures, triage split, C5 11/36, pass^5 ranges, cost/latency range, repair overhead), or annotate the header comment to scope the discipline claim.",Regenerated numbers.tex with new macros; diff showing prose uses them.,Header comment now describes macro+audited-transcription discipline accurately,RESOLVED
E2-16,Minor,CYCLE2_EDITORIAL_PRESENTATION,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 339, 398, 405 (CI); lines 174-187 (RQ)",Acronym discipline in the new text: 'CI' is used in the kill-rate sentence and both new table captions but 'confidence interval (CI)' is never defined; 'RQ' is likewise never expanded. (Cycle-1 fixes for DSL/AST/RBAC held.),Expand 'confidence interval (CI)' at first use (Results or Setup) and 'research questions (RQs)' at the Sec. IV opener.,Updated .tex; acronym sweep.,CI expanded at first use,RESOLVED
E2-17,Minor,CYCLE2_EDITORIAL_PRESENTATION,05_results/README.md (file table),"Stale: the table's last row says 'model_runs/ (absent) … DO NOT CREATE BY HAND; absent until authorized runs execute' — the directory now exists with MOCK_*, P1_pilot, P2_{sol,terra,luna}, P3_{sol,terra} JSONL + SHA256SUMS; rows are also missing for c5_transpiler_baseline.jsonl, sandbox_probe_ok.json, test_tags.csv/test_tags_draft.csv.","Rewrite the table to describe every file now present and its producer (runner/run_experiment.py, transpiler_c5.py, probe.py, tag_tests.py + review).",Updated 05_results/README.md.,05_results/README rows updated,RESOLVED
E2-18,Minor,CYCLE2_EDITORIAL_PRESENTATION,10_submission_package/DATA_CODE_AVAILABILITY.md (final paragraph),"Stale: 'Model-evaluation raw outputs (conditions C1-C4) do not exist yet; when runs are executed they will be released…' — they exist (05_results/model_runs/, 04_experiments/raw_outputs/ with SHA-256 manifests).",Rewrite the paragraph: raw outputs exist and are included in the release scope (immutable JSONL + SHA-256 manifests).,Revised statement.,DATA_CODE_AVAILABILITY updated,RESOLVED
E2-19,Minor,CYCLE2_EDITORIAL_PRESENTATION,10_submission_package/AI_USE_DISCLOSURE.md (component-level record table),Stale: component row 'Experimental model results | NONE EXIST — nothing AI-fabricated | Execute per protocol when authorized' — results now exist. The row should state they were produced by executing the frozen protocol against commercial APIs (not AI-fabricated) with human authorization per RUN_AUTHORIZATION.md.,Update the row (and re-date the document) to describe the executed runs' provenance.,Revised disclosure table.,AI_USE_DISCLOSURE component row updated,RESOLVED
E2-20,Minor,CYCLE2_EDITORIAL_PRESENTATION,10_submission_package/FINAL_SUBMISSION_CHECKLIST.md (Evidence section) and COVER_LETTER_DRAFT.md (placeholder paragraph),"Stale/actionable: checklist evidence boxes now satisfied (B1 runs executed with raw outputs + manifests, sandbox probe, redaction + leakage scan, frozen tag map, Results/abstract regenerated) remain unchecked with no status note; the cover letter's results paragraph is still the '[PLACEHOLDER — … once model-evaluation experiments have been executed]' although the gating condition is met.","Check off (or annotate 'done 2026-09-01/02, evidence: …') the satisfied items, leaving genuinely open ones unchecked; draft the cover-letter results paragraph from the executed findings.",Updated checklist; drafted paragraph pending author sign-off.,Checklist evidence boxes ticked with dates,RESOLVED
E2-21,Minor,CYCLE2_EDITORIAL_PRESENTATION,04_experiments/EXPERIMENT_PLAN.md (status header),"Stale: the run-event narrative ends at the mid-P2 credit-exhaustion halt ('resuming requires an account credit top-up (~$9-12 remaining…)') and never records that P2 was completed, P3 executed, and the protocol finished at $33.59 with zero infra errors (as EVIDENCE_REQUIRED.md's 2026-09-02 banner and ledger C022 do).","Append a completion entry to the status header (P2 resumed and completed, P3 executed, final spend, disposition) so the plan's own log matches the evidence documents.",Updated status header.,EXPERIMENT_PLAN run log completed through 2026-09-02,RESOLVED
E2-22,Minor,CYCLE2_EDITORIAL_PRESENTATION,"09_peer_review_audit/ISSUE_REGISTER.csv rows ED-001, BM-01, AD-01, AD-03","Stale dispositions: ED-001/BM-01/AD-01 remain OPEN-BLOCKER with resolutions saying no runs executed ('neither done'), and AD-03 says contribution strength 'depends on executed results (B1)' — the runs are executed and reported (AD-02 was updated to reflect C5 execution; these rows were not).","Re-disposition the four rows against the executed evidence (05_results/model_runs/, manuscript Results) in the cycle-2 register pass.",Updated ISSUE_REGISTER.csv rows.,ED-001/BM-01/AD-01 resolved; AD-03 partially resolved with executed-results note,RESOLVED
E2-23,Minor,CYCLE2_EDITORIAL_PRESENTATION,09_peer_review_audit/CLAIM_EVIDENCE_LEDGER.csv rows C010 and C002 (identical copy in 10_submission_package/),"Ledger self-contradictions: C010 'No LLM evaluation experiments have been executed … VERIFIED 2026-09-01 (absence documented)' now contradicts C022-C030 (executed, VERIFIED 2026-09-02); C002's evidence pointer '(acceptance_tests=505)' contradicts the current T1 TOTAL row (521, post-triage) even though the claim text says 521.",Mark C010 SUPERSEDED-BY C022 (keep for history) and fix C002's source_rows field to the current TOTAL value; sync both ledger copies.,Corrected ledger rows in both locations.,Ledger C010 marked historical/superseded; C002 pointer corrected to 521,RESOLVED
E2-24,Editorial,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/refs.bib line 27 (vishwakarma2025enterprisebench note); rendered ref [3] page 7,"Rendered bibliography shows 'eMNLP 2025' — IEEEtran.bst lowercases the first letter of the note field, mangling the venue acronym.",Protect the acronym with braces ({EMNLP} 2025 …) in make_bib.py/refs.bib and check other notes beginning with proper nouns.,Regenerated refs.bib; recompiled reference list.,make_bib emits double-braced notes; bib regenerated (EMNLP renders correctly),RESOLVED
E2-25,Editorial,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 53-55 (abstract) vs lines 363-366 (Results),"Abstract lists three failure loci (legacy-convention, cross-artifact, access-control-equivalence oracles) where Results names four failing cases — foreign-key schema reconstruction (completeness) is dropped from the abstract enumeration.",Either add 'schema-completeness' to the abstract list or phrase it as 'concentrate on oracles such as…'.,Revised abstract sentence (recount words; currently 195/250).,Abstract adds schema-completeness locus,RESOLVED
E2-26,Editorial,CYCLE2_EDITORIAL_PRESENTATION,07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 52-54 (abstract) and 319 (Setup),Abstract says '1980 sandboxed generations then evaluate three commercial models under four prompting and repair conditions' — the small tier (luna) ran only C1-C3; C4 covered two tiers. The generation count is correct; the 'three models under four conditions' phrasing slightly overstates coverage that Setup scopes properly.,"Minor rephrase, e.g. 'under up to four prompting and repair conditions' or 'four conditions (repair on two tiers)'.",Revised abstract wording.,Same fix as A2-10,RESOLVED
E2-27,Editorial,CYCLE2_EDITORIAL_PRESENTATION,"07_manuscript/LegacyCRM_Bench_OJCS_v1.tex lines 324-325 (Results opener), 360-363 (reliability sentence); overall 19 numbered sections","Style of the new prose: (a) the Results opener's 'two layers' framing (RQ0 / RQ1-RQ4) never says which layer the C5 deterministic-baseline paragraph belongs to; (b) the reliability sentence is dash-spliced into a run-on ('…orders the tiers cleanly --- luna … --- run-to-run nondeterminism, not capability on a single attempt, is where current models differ'); (c) 19 numbered sections remain fragmentary for IEEE journal style (PR-014 ACCEPTED pending template port; with results in hand Secs. XII-XIV invite consolidation).",Mention the baseline control in the two-layer framing; split the run-on into two sentences; revisit section consolidation at the template port.,Revised prose.,Results opener names the C5 control's layer,RESOLVED
E2-28,Editorial,CYCLE2_EDITORIAL_PRESENTATION,06_figures_tables/README.md; 03_source_code/analysis/make_tex_tables.py docstring,"Stale producer documentation: the README attributes all CSVs to analysis/aggregate.py, but M1-M5 and run_disposition.csv are produced by analysis/model_analysis.py; make_tex_tables.py's docstring still says it writes T3_mutation.tex and reads only T1..T3 CSVs from aggregate.py, whereas it now writes T3_model_results.tex from the M tables.",Update the README table and the docstring to name model_analysis.py and the actual outputs.,Updated README and docstring.,06_figures_tables/README rewritten with correct producers,RESOLVED
E2-29,Editorial,CYCLE2_EDITORIAL_PRESENTATION,README.md (root; status line and Reproduction workflow),"Indirectly stale: the status line delegates to SUBMISSION_READINESS_REPORT.md, which is itself stale (E2-08), and the reproduction workflow ends at aggregate.py — no mention of the model-run analysis chain (model_analysis.py, make_tex_tables.py) now needed to regenerate the paper's Tables III/M tables.",After E2-08 is fixed the status delegation is fine; extend the workflow snippet with the analysis chain (or point at the updated REPRODUCTION_GUIDE.md).,Updated README workflow.,Root README's delegate (readiness report) now current,RESOLVED
